time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-29T05:55:44.600Z,35.6136667,-120.7226667,4.99,1.67,md,46,40,0.05754,0.08,nc,nc73726081,2022-04-29T23:31:11.453Z,"4km WSW of Paso Robles, CA",earthquake,0.17,0.49,0.196,34,reviewed,nc,nc
2022-04-29T05:54:36.610Z,38.8651667,-123.0081667,3.3,0.89,md,31,90,0.05229,0.06,nc,nc73726076,2022-04-29T20:49:10.619Z,"7km N of Cloverdale, CA",earthquake,0.29,1.04,0.14,9,reviewed,nc,nc
2022-04-29T05:40:09.130Z,38.8195,-122.81,3.23,0.39,md,20,65,0.00389,0.03,nc,nc73726066,2022-05-03T06:44:10.818Z,"7km NW of The Geysers, CA",earthquake,0.24,0.62,0.171,3,reviewed,nc,nc
2022-04-29T05:26:27.830Z,17.9605,-66.8606666666667,15.25,2.05,md,4,273,,0.08,pr,pr71346703,2022-04-29T05:42:00.640Z,"3 km ESE of Maria Antonia, Puerto Rico",earthquake,2.03,0.81,0.313072131185607,2,reviewed,pr,pr
2022-04-29T05:24:32.810Z,33.695,-116.742,14.98,0.19,ml,14,83,0.02826,0.12,ci,ci40248120,2022-04-29T17:11:41.475Z,"5km SSW of Idyllwild, CA",earthquake,0.29,0.37,0.216,5,reviewed,ci,ci
2022-04-29T05:24:25.672Z,62.9821,-150.4587,0,1.9,ml,,,,0.86,ak,ak0225gw2ny9,2022-04-29T05:35:52.571Z,"56 km NNE of Petersville, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-29T05:23:27.090Z,38.474,-119.5398333,0.68,2.17,md,16,77,0.06215,0.06,nc,nc73726061,2022-04-30T02:38:59.143Z,"7km SW of Walker, CA",earthquake,0.24,1.76,0.308,23,reviewed,nc,nc
2022-04-29T05:23:26.330Z,33.6508333,-116.7718333,12.99,0.58,ml,20,112,0.05736,0.14,ci,ci40248112,2022-04-29T17:08:16.075Z,"11km SSW of Idyllwild, CA",earthquake,0.27,0.5,0.181,8,reviewed,ci,ci
2022-04-29T05:22:53.117Z,62.3242,-149.7258,39.6,1.8,ml,,,,0.77,ak,ak0225gw2ak8,2022-04-29T05:30:22.331Z,"19 km NNE of Susitna North, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-04-29T05:16:06.040Z,38.8201667,-122.8033333,3.23,1.06,md,39,35,0.006174,0.03,nc,nc73726056,2022-05-03T01:09:14.799Z,"6km NW of The Geysers, CA",earthquake,0.15,0.28,0.193,6,reviewed,nc,nc
2022-04-29T05:12:52.720Z,19.2469997406006,-155.395660400391,31.6900005340576,2.01999998,md,25,152,,0.109999999,hv,hv72998217,2022-04-29T05:18:22.020Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.61,0.800000012,0.649999976,9,automatic,hv,hv
2022-04-29T05:12:34.590Z,19.1685009002686,-155.466659545898,31.8899993896484,2.31,ml,34,93,,0.150000006,hv,hv72998212,2022-04-29T05:18:05.490Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.71,0.930000007,5.4,3,automatic,hv,hv
2022-04-29T04:50:37.114Z,31.65680412,-104.3662173,7.802587891,2.7,ml,16,64,0.08764306122,0.2,tx,tx2022ihyy,2022-04-30T02:27:53.995Z,"57 km S of Whites City, New Mexico",earthquake,1.380014912,1.791019835,0.1,13,reviewed,tx,tx
2022-04-29T04:50:06.190Z,19.2543334960938,-155.401672363281,31.9599990844727,2.22,ml,46,128,,0.119999997,hv,hv72998197,2022-04-29T04:55:37.270Z,"9 km NE of Pāhala, Hawaii",earthquake,0.55,0.769999981,4.55,4,automatic,hv,hv
2022-04-29T04:43:08.420Z,36.5725,-121.12,9.93,2.73,md,72,67,0.0456,0.12,nc,nc73726051,2022-04-29T19:56:10.179Z,"5km NNE of Pinnacles, CA",earthquake,0.16,0.24,0.129,118,reviewed,nc,nc
2022-04-29T04:36:39.040Z,38.8185,-122.8093333,2.96,1.32,md,43,41,0.004922,0.04,nc,nc73726046,2022-05-03T00:48:12.662Z,"6km NW of The Geysers, CA",earthquake,0.15,0.28,0.145,11,reviewed,nc,nc
2022-04-29T04:29:21.320Z,46.9016667,-112.5136667,10.43,0.34,ml,8,132,0.058,0.16,mb,mb80544494,2022-04-29T22:13:05.200Z,"14 km ESE of Lincoln, Montana",earthquake,0.67,0.99,0.22,2,reviewed,mb,mb
2022-04-29T04:25:26.200Z,35.6015,-117.4031667,8.65,1.49,ml,27,99,0.05039,0.13,ci,ci40248096,2022-04-29T16:41:06.018Z,"18km S of Trona, CA",earthquake,0.2,0.41,0.161,13,reviewed,ci,ci
2022-04-29T04:24:18.110Z,18.3461,-68.3063,107,3.85,md,15,274,0.1838,0.06,pr,pr2022119000,2022-04-29T05:37:09.322Z,"28 km SSE of Punta Cana, Dominican Republic",earthquake,6.77,1.29,0.11,7,reviewed,pr,pr
2022-04-29T04:24:11.666Z,17.1052,-68.5791,10,2.6,ml,,238,1.663,0.89,us,us7000h5s5,2022-04-29T04:35:44.040Z,"140 km S of Boca de Yuma, Dominican Republic",earthquake,12.9,2,0.071,26,reviewed,us,us
2022-04-29T04:15:50.553Z,59.8817,-152.5427,79.4,1.9,ml,,,,0.47,ak,ak0225gvfcs6,2022-04-29T04:20:42.371Z,"41 km WNW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-04-29T04:10:35.610Z,61.901,-150.003,43.9,1.1,ml,,,,0.92,ak,ak0225gve93i,2022-04-29T04:19:02.045Z,"17 km N of Willow, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-04-29T04:01:31.250Z,35.7613333,-117.5808333,8.71,1.44,ml,31,71,0.05596,0.11,ci,ci40248088,2022-04-29T16:30:28.630Z,"16km W of Searles Valley, CA",earthquake,0.13,0.36,0.249,10,reviewed,ci,ci
2022-04-29T04:00:06.330Z,35.8521667,-117.6626667,6.54,0.7,ml,15,94,0.06422,0.12,ci,ci40248080,2022-04-29T16:17:31.157Z,"24km ESE of Little Lake, CA",earthquake,0.22,0.48,0.124,6,reviewed,ci,ci
2022-04-29T03:38:03.180Z,38.8223343,-122.8054962,2.65,0.35,md,8,173,0.003729,0.01,nc,nc73726041,2022-04-29T04:14:10.552Z,"7km NW of The Geysers, CA",earthquake,0.77,1.19,,1,automatic,nc,nc
2022-04-29T03:32:22.242Z,61.9692,-149.8816,44.7,1,ml,,,,0.45,ak,ak0225guxi4k,2022-04-29T03:35:04.594Z,"21 km S of Susitna North, Alaska",earthquake,,1.5,,,automatic,ak,ak
2022-04-29T03:22:16.930Z,36.0723333,-117.4381667,2.79,1.4,ml,23,65,0.1902,0.16,ci,ci40248072,2022-04-29T16:05:42.374Z,"34km N of Searles Valley, CA",earthquake,0.22,0.74,0.252,10,reviewed,ci,ci
2022-04-29T03:07:51.799Z,41.9915,-119.8861,3.9,1.4,ml,4,298.34,0.323,0.1014,nn,nn00838083,2022-04-30T02:39:28.213Z,"26 km ENE of Fort Bidwell, California",earthquake,,5.1,0.9,3,reviewed,nn,nn
2022-04-29T03:07:49.650Z,58.341,-154.627666666667,4.75,-0.19,ml,6,207,,0.23,av,av91056753,2022-04-29T19:07:03.010Z,"86 km N of Karluk, Alaska",earthquake,0.95,2.07,0.182217864054834,6,reviewed,av,av
2022-04-29T03:04:58.980Z,33.5955,-116.8053333,6.55,0.56,ml,15,62,0.03446,0.09,ci,ci40248056,2022-04-29T12:41:30.568Z,"13km WNW of Anza, CA",earthquake,0.18,0.32,0.213,13,reviewed,ci,ci
2022-04-29T02:55:38.900Z,52.0335,178.359833333333,7.6,2.09,ml,4,348,,0.14,av,av91547861,2022-04-29T18:58:11.140Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.86,3.11,0.20313992077629,4,reviewed,av,av
2022-04-29T02:55:32.680Z,51.9533333333333,179.579166666667,7.04,0.15,ml,4,166,,0.14,av,av91056743,2022-04-29T18:55:50.500Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,0.84,1.2,0.352316361487819,4,reviewed,av,av
2022-04-29T02:21:51.000Z,35.4335,-117.9908333,9.62,1.05,ml,25,68,0.06049,0.14,ci,ci40248048,2022-04-29T15:58:23.938Z,"29km SW of Inyokern, CA",earthquake,0.19,0.47,0.183,11,reviewed,ci,ci
2022-04-29T02:05:03.040Z,36.5686667,-121.1155,9.51,1.43,md,19,122,0.04398,0.09,nc,nc73726026,2022-05-03T05:52:10.500Z,"5km NNE of Pinnacles, CA",earthquake,0.42,0.55,0.215,18,reviewed,nc,nc
2022-04-29T02:04:22.990Z,42.501666666666665,-123.13916666666667,9.25,1.25,ml,12,63,0.1806,0.2,uw,uw61835081,2022-04-30T20:57:10.820Z,"4 km S of Wimer, Oregon",earthquake,0.44,3,0.18658652397488007,8,reviewed,uw,uw
2022-04-29T02:00:37.039Z,31.62090677,-103.9936015,8.008251953,2.2,ml,9,83,0.100415097,0.2,tx,tx2022ihtj,2022-05-06T00:19:52.223Z,"38 km WSW of Mentone, Texas",earthquake,1.3474908400000003,1.535745141,0.2,12,reviewed,tx,tx
2022-04-29T01:59:30.961Z,-5.311,129.3645,204.16,4.2,mb,,94,3.276,1.23,us,us7000h7j3,2022-05-07T01:13:50.040Z,"221 km SE of Ambon, Indonesia",earthquake,11.6,14.5,0.265,5,reviewed,us,us
2022-04-29T01:45:44.600Z,46.8445,-121.92933333333333,10.07,0.3,ml,13,84,0.01369,0.1,uw,uw61835076,2022-04-30T20:42:37.300Z,"12 km NE of Ashford, Washington",earthquake,0.57,0.41,0.05939125639086501,3,reviewed,uw,uw
2022-04-29T01:39:43.055Z,61.3302,-146.7947,24.7,1.1,ml,,,,0.71,ak,ak0225gts6m4,2022-04-29T01:51:05.219Z,"32 km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-29T01:38:49.420Z,33.1573333,-116.5365,17.23,0.7,ml,19,149,0.09178,0.22,ci,ci40248040,2022-04-29T15:30:48.218Z,"11km NE of Julian, CA",earthquake,0.42,0.81,0.177,7,reviewed,ci,ci
2022-04-29T01:34:10.420Z,38.7926667,-122.9166667,3.36,0.87,md,30,195,0.02749,0.04,nc,nc73726011,2022-05-03T04:33:11.094Z,"9km E of Cloverdale, CA",earthquake,0.41,0.52,0.095,4,reviewed,nc,nc
2022-04-29T01:30:02.883Z,-56.9948,-25.0331,10,4.6,mb,,115,7.029,0.39,us,us7000h7i4,2022-05-07T00:44:02.040Z,"South Sandwich Islands region",earthquake,13.1,1.9,0.146,16,reviewed,us,us
2022-04-29T01:21:00.390Z,58.1851666666667,-155.382833333333,8.14,0.42,ml,7,279,,0.19,av,av91056738,2022-04-29T18:51:09.500Z,"87 km NW of Karluk, Alaska",earthquake,1.12,0.81,0.274633686410038,7,reviewed,av,av
2022-04-29T01:11:07.180Z,38.772,-122.7385,0.71,0.08,md,17,73,0.01131,0.04,nc,nc73726006,2022-05-02T17:09:10.664Z,"2km ESE of The Geysers, CA",earthquake,0.18,0.29,0.032,3,reviewed,nc,nc
2022-04-29T01:02:12.320Z,18.0025,-66.8083333333333,18.34,1.77,md,7,170,,0.12,pr,pr71346673,2022-04-29T02:03:44.160Z,"1 km NE of Indios, Puerto Rico",earthquake,0.54,1.03,0.0721379979287406,5,reviewed,pr,pr
2022-04-29T01:01:13.105Z,59.8265,-139.2335,0,1.9,ml,,,,1.24,ak,ak0225gtjz6k,2022-04-29T01:04:10.471Z,"41 km NE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-29T01:00:52.411Z,38.6828,-97.5311,5,2.6,mb_lg,,145,0.721,0.65,us,us7000h5rq,2022-04-29T23:44:22.321Z,"6 km E of Assaria, Kansas",earthquake,2,2,0.062,67,reviewed,us,us
2022-04-29T00:55:00.374Z,62.9796,-150.5363,0.8,3.1,ml,,,,1.09,ak,ak0225gta365,2022-05-01T02:37:11.040Z,"55 km NNE of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2022-04-29T00:45:17.170Z,33.3688333,-116.3901667,10.78,1.09,ml,35,62,0.0462,0.2,ci,ci40248016,2022-04-29T15:08:05.946Z,"13km N of Borrego Springs, CA",earthquake,0.25,0.38,0.174,22,reviewed,ci,ci
2022-04-29T00:39:38.410Z,61.7176,-150.3627,49.3,1.1,ml,,,,0.79,ak,ak0225gt6qng,2022-04-29T00:46:01.884Z,"17 km W of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-04-29T00:34:50.404Z,38.1569,-117.9104,7.3,1.4,ml,13,133.19,0.043,0.1688,nn,nn00838040,2022-04-30T02:38:47.272Z,"31 km SSE of Mina, Nevada",earthquake,,1.3,0.71,5,reviewed,nn,nn
2022-04-29T00:34:47.420Z,60.1522,-152.8383,111.2,1.8,ml,,,,0.76,ak,ak0225gt5orq,2022-04-29T00:38:38.680Z,"65 km WNW of Happy Valley, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-04-29T00:34:09.090Z,38.8445015,-122.8233337,2.11,0.65,md,17,89,0.01014,0.02,nc,nc73725991,2022-04-29T01:35:10.657Z,"9km WNW of Cobb, CA",earthquake,0.28,0.57,0.17,3,automatic,nc,nc
2022-04-29T00:29:48.850Z,30.2776,138.6323,432.01,4,mb,,142,3.003,0.62,us,us7000h5rm,2022-04-29T00:50:53.040Z,"Izu Islands, Japan region",earthquake,8.8,8.7,0.066,62,reviewed,us,us
2022-04-29T00:16:41.612Z,31.60162924,-103.9859814,7.288427734,2.1,ml,11,70,0.2090458224,0.2,tx,tx2022ihpx,2022-05-04T04:03:17.263Z,"36 km NNW of Toyah, Texas",earthquake,1.466658588,2.884192601,0.2,11,reviewed,tx,tx
2022-04-29T00:08:16.509Z,63.1837,-151.3699,0,1.1,ml,,,,0.57,ak,ak0225gt01ud,2022-04-29T00:16:03.463Z,"43 km SSE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-29T00:07:56.320Z,19.3073333333333,-155.2145,0.97,2.26,ml,48,134,,0.12,hv,hv72998027,2022-04-29T03:28:04.550Z,"15 km S of Volcano, Hawaii",earthquake,0.22,0.26,0.228141842164618,17,reviewed,hv,hv
2022-04-29T00:05:26.273Z,59.9795,-152.8912,113.9,1.8,ml,,,,0.71,ak,ak0225gszff3,2022-04-29T00:10:45.247Z,"63 km WNW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-29T00:02:19.600Z,36.39716667,-98.88116667,0,1.32,ml,14,161,0.08368357843,0.62,ok,ok2022ihpl,2022-05-02T14:44:41.825Z,"16 km ESE of Quinlan, Oklahoma",quarry blast,,2,0.19,6,reviewed,ok,ok
2022-04-29T00:01:54.230Z,38.8423347,-122.8778305,2.27,0.35,md,7,160,0.007561,0.01,nc,nc73725981,2022-04-29T01:08:11.496Z,"13km ENE of Cloverdale, CA",earthquake,0.47,1.13,,1,automatic,nc,nc
2022-04-28T23:16:47.320Z,19.1979999542236,-155.395004272461,30.5699996948242,1.95000005,md,45,160,,0.109999999,hv,hv72997982,2022-04-28T23:19:55.740Z,"8 km E of Pāhala, Hawaii",earthquake,0.62,0.670000017,0.829999983,27,automatic,hv,hv
2022-04-28T23:10:56.800Z,33.361,-116.2601667,11.07,0.86,ml,7,261,0.04139,0.1,ci,ci37496693,2022-04-29T00:29:19.752Z,"16km NE of Borrego Springs, CA",earthquake,0.75,0.64,0.021,3,reviewed,ci,ci
2022-04-28T23:10:54.590Z,33.3456667,-116.2531667,11.95,0.91,ml,21,182,0.05009,0.15,ci,ci40247976,2022-04-29T00:24:14.929Z,"15km NE of Borrego Springs, CA",earthquake,0.4,0.36,0.103,13,reviewed,ci,ci
2022-04-28T23:09:59.490Z,33.4465,-116.6425,6.97,0.56,ml,22,77,0.04933,0.08,ci,ci40247968,2022-04-29T00:18:25.478Z,"12km SSE of Anza, CA",earthquake,0.16,0.3,0.101,8,reviewed,ci,ci
2022-04-28T23:05:33.620Z,18.0226666666667,-66.7466666666667,16.16,2.69,md,8,169,,0.1,pr,pr71346663,2022-04-29T00:02:21.376Z,"2 km ENE of Magas Arriba, Puerto Rico",earthquake,0.38,1.03,0.108071361011125,4,reviewed,pr,pr
2022-04-28T23:04:07.450Z,51.947,179.595666666667,7.31,0.98,ml,6,81,,0.09,av,av91547771,2022-04-29T03:04:46.150Z,"259 km W of Adak, Alaska",earthquake,0.4,0.65,0.189250016548384,6,reviewed,av,av
2022-04-28T22:52:06.670Z,36.3,-89.5353333,9.78,1.11,md,13,62,0.03522,0.08,nm,nm60392211,2022-04-29T14:04:47.000Z,"5 km NW of Ridgely, Tennessee",earthquake,0.7,0.87,0.054,9,reviewed,nm,nm
2022-04-28T22:51:09.040Z,38.8288345,-122.8089981,1.38,0.85,md,9,96,0.005496,0.01,nc,nc73725961,2022-04-28T23:23:10.849Z,"7km NW of The Geysers, CA",earthquake,0.37,0.83,,1,automatic,nc,nc
2022-04-28T22:48:15.180Z,51.948,179.6035,7.69,0.95,ml,6,75,,0.21,av,av91056708,2022-04-29T02:51:13.390Z,"259 km W of Adak, Alaska",earthquake,0.71,1.09,0.379828179859002,6,reviewed,av,av
2022-04-28T22:48:08.976Z,31.5951219,-104.2215358,7.905419922,2.9,ml,12,68,0.08506715278,0.2,tx,tx2022ihmz,2022-05-03T09:36:00.792Z,"51 km NW of Toyah, Texas",earthquake,1.291779233,1.45016762,0.1,10,reviewed,tx,tx
2022-04-28T22:48:05.940Z,51.9468333333333,179.591333333333,7.59,0.65,ml,6,85,,0.23,av,av91056703,2022-04-29T02:44:52.200Z,"259 km W of Adak, Alaska",earthquake,0.78,1.23,0.176640087033508,6,reviewed,av,av
2022-04-28T22:47:44.640Z,51.9488333333333,179.581833333333,7.65,0.57,ml,5,92,,0.15,av,av91547766,2022-04-29T02:37:09.760Z,"260 km W of Adak, Alaska",earthquake,0.6,0.99,0.151374971076683,5,reviewed,av,av
2022-04-28T22:43:11.959Z,31.60804198,-103.9924659,7.802587891,2,ml,13,82,0.07372007234,0.3,tx,tx2022ihmv,2022-05-04T03:36:11.413Z,"37 km NNW of Toyah, Texas",earthquake,2.262933457,1.753976869,0.2,9,reviewed,tx,tx
2022-04-28T22:42:17.338Z,59.8462,-152.3384,76.6,2.1,ml,,,,0.51,ak,ak0225firiz1,2022-04-28T23:00:09.791Z,"29 km WNW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-28T22:39:04.790Z,37.5198333,-118.842,6.26,1.12,md,13,118,0.07082,0.05,nc,nc73725951,2022-04-29T04:40:11.151Z,"15km WSW of Toms Place, CA",earthquake,0.69,0.99,0.125,11,reviewed,nc,nc
2022-04-28T22:35:50.551Z,39.4164,-119.939,8.6,1.5,ml,28,31.54,0.096,0.1406,nn,nn00838031,2022-04-29T00:24:18.846Z,"7 km ENE of Floriston, California",earthquake,,1,0.26,12,reviewed,nn,nn
2022-04-28T22:35:34.320Z,51.6215,-178.493,4.54,1.96,ml,10,183,,0.2,av,av91056698,2022-04-29T02:21:05.650Z,"131 km WSW of Adak, Alaska",earthquake,0.64,3.26,0.140420798632682,9,reviewed,av,av
2022-04-28T22:33:46.400Z,35.9513333,-117.3708333,3.38,1.48,ml,16,159,0.09315,0.09,ci,ci40247920,2022-04-28T23:01:02.046Z,"21km N of Searles Valley, CA",earthquake,0.29,0.62,0.205,16,reviewed,ci,ci
2022-04-28T22:33:33.640Z,38.8235016,-122.7633362,2.06,0.36,md,7,200,0.00865,0.01,nc,nc73725941,2022-04-28T22:58:16.677Z,"4km W of Cobb, CA",earthquake,0.89,1.38,,1,automatic,nc,nc
2022-04-28T22:30:20.430Z,38.8300018,-122.856163,1.87,0.37,md,10,91,0.002515,0.01,nc,nc73725931,2022-04-28T22:47:24.585Z,"10km NW of The Geysers, CA",earthquake,0.48,0.38,0.01,2,automatic,nc,nc
2022-04-28T22:29:25.807Z,-15.0011,-71.893,122.34,4.6,mb,,122,3.463,1.02,us,us7000h5r1,2022-04-28T23:21:50.040Z,"38 km SSE of Cayarani, Peru",earthquake,7.5,7.4,0.073,56,reviewed,us,us
2022-04-28T22:23:22.244Z,63.4189,-144.9764,8.5,1.2,ml,,,,1.23,ak,ak0225fingr0,2022-04-28T22:42:12.007Z,"30 km SSW of Dry Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-28T22:17:47.160Z,48.11416666666667,-121.95216666666667,-0.42,0.99,md,7,152,0.0274,0.11,uw,uw61835011,2022-04-29T03:30:53.530Z,"3 km NNE of Granite Falls, Washington",explosion,0.81,31.61,0.23392612784363553,3,reviewed,uw,uw
2022-04-28T22:04:16.200Z,19.2293338775635,-155.402328491211,31.5400009155273,1.99,ml,33,141,,0.150000006,hv,hv72997942,2022-04-28T22:09:46.610Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.76,0.839999974,0.22,3,automatic,hv,hv
2022-04-28T22:01:17.430Z,35.6908333,-117.5221667,9.13,1.47,ml,20,98,0.115,0.16,ci,ci40247904,2022-04-28T22:57:10.023Z,"14km SW of Searles Valley, CA",earthquake,0.3,0.84,0.105,18,reviewed,ci,ci
2022-04-28T21:57:09.820Z,47.4886667,-112.6608333,14.89,1.16,ml,16,146,0.289,0.12,mb,mb80544399,2022-04-29T14:22:48.400Z,"20 km W of Augusta, Montana",earthquake,0.44,0.86,0.24,4,reviewed,mb,mb
2022-04-28T21:48:55.846Z,31.59886104,-103.9891961,7.802587891,2.2,ml,11,81,0.08309346897,0.2,tx,tx2022ihla,2022-05-01T06:11:43.201Z,"36 km NNW of Toyah, Texas",earthquake,1.517254207,1.577175105,0.2,7,reviewed,tx,tx
2022-04-28T21:46:04.399Z,62.8352,-151.5876,0,1.1,ml,,,,0.81,ak,ak0225fi6x93,2022-04-28T21:48:47.447Z,"56 km NW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-28T21:44:29.000Z,18.029,-66.7441666666667,15.03,2.53,md,21,124,,0.2,pr,pr71346658,2022-04-28T22:15:01.170Z,"2 km ENE of Magas Arriba, Puerto Rico",earthquake,0.37,0.73,0.186780562872293,11,reviewed,pr,pr
2022-04-28T21:39:55.760Z,38.838501,-122.8368301,0.93,0.86,md,10,112,0.001053,0.01,nc,nc73725916,2022-04-28T21:56:15.252Z,"10km NW of The Geysers, CA",earthquake,0.27,0.61,,1,automatic,nc,nc
2022-04-28T21:24:46.590Z,44.277,-115.1781667,8.64,2.17,ml,11,83,0.825,0.22,mb,mb80544389,2022-04-29T16:08:22.790Z,"20 km WNW of Stanley, Idaho",earthquake,0.55,1.18,0.129,12,reviewed,mb,mb
2022-04-28T21:20:58.630Z,46.9751667,-112.8491667,14.57,0.54,ml,10,102,0.134,0.12,mb,mb80544464,2022-04-29T21:02:58.930Z,"12 km W of Lincoln, Montana",earthquake,0.42,0.57,0.148,2,reviewed,mb,mb
2022-04-28T21:20:33.060Z,33.0511667,-114.9991667,-0.2,1.83,ml,15,60,0.0807,0.31,ci,ci40247888,2022-04-28T21:45:35.570Z,"44km NE of Holtville, CA",quarry blast,0.73,31.61,0.053,5,reviewed,ci,ci
2022-04-28T21:19:36.650Z,38.8196678,-122.7636642,1.95,0.54,md,15,117,0.01184,0.02,nc,nc73725906,2022-04-28T21:36:15.131Z,"4km W of Cobb, CA",earthquake,0.3,0.57,0.25,2,automatic,nc,nc
2022-04-28T21:08:16.225Z,63.4897,-151.3252,0,2.1,ml,,,,1.05,ak,ak0225fhysw9,2022-04-28T21:30:36.077Z,"20 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-28T20:51:53.990Z,35.9466667,-117.3466667,1.9,1.33,ml,11,97,0.07573,0.14,ci,ci40247872,2022-04-28T20:58:05.297Z,"20km N of Trona, CA",earthquake,0.45,0.9,0.115,13,reviewed,ci,ci
2022-04-28T20:43:11.030Z,54.1466666666667,-165.989666666667,3.12,-0.77,ml,7,63,,0.3,av,av91547716,2022-04-29T01:31:59.380Z,"13 km W of Akutan, Alaska",earthquake,0.34,1.01,0.363054660826394,6,reviewed,av,av
2022-04-28T20:39:50.750Z,38.1739,-117.8117,9.5,1.1,ml,13,147.94,0.127,0.081,nn,nn00838023,2022-04-28T21:49:38.606Z,"35 km SE of Mina, Nevada",earthquake,,2.1,0.79,3,reviewed,nn,nn
2022-04-28T20:17:26.670Z,38.758,-122.7173333,1.79,0.28,md,10,97,0.006893,0.02,nc,nc73725861,2022-04-29T05:22:10.945Z,"3km SW of Anderson Springs, CA",earthquake,0.55,0.38,0.045,2,reviewed,nc,nc
2022-04-28T19:58:26.927Z,60.1693,-140.3647,12.1,1.2,ml,,,,0.82,ak,ak0225fh2odg,2022-04-28T20:07:33.729Z,"77 km NNW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-28T19:53:36.850Z,47.161833333333334,-121.82533333333333,-0.61,1.6500000000000001,ml,15,129,0.04657,0.09,uw,uw61834961,2022-04-29T03:48:16.040Z,"13 km W of Greenwater, Washington",explosion,0.57,31.61,0.20340000427851812,5,reviewed,uw,uw
2022-04-28T19:48:53.298Z,38.4011,-116.2021,0,2,ml,5,132.96,0.837,0.158,nn,nn00838021,2022-04-28T21:31:04.809Z,"93 km NNW of Rachel, Nevada",earthquake,,2.8,0.34,2,reviewed,nn,nn
2022-04-28T19:42:33.240Z,18.1191666666667,-66.9841666666667,16.32,2.08,md,4,176,,0.08,pr,pr71346648,2022-04-28T20:19:46.180Z,"5 km NNW of Sabana Grande, Puerto Rico",earthquake,1.46,0.92,0.0604121744953703,4,reviewed,pr,pr
2022-04-28T19:42:10.066Z,43.9452,147.8701,67.46,4.4,mb,,135,3.809,0.56,us,us7000h5q0,2022-05-06T20:27:06.040Z,"93 km E of Shikotan, Russia",earthquake,5.5,7.7,0.062,76,reviewed,us,us
2022-04-28T19:40:32.496Z,31.61082451,-103.9849475,7.905419922,2.2,ml,8,98,0.07488614195,0.2,tx,tx2022ihgv,2022-05-03T09:57:54.316Z,"37 km NNW of Toyah, Texas",earthquake,2.017277242,3.056094247,0.2,8,reviewed,tx,tx
2022-04-28T19:24:07.390Z,17.9296666666667,-66.8721666666667,11.05,2.54,md,7,219,,0.14,pr,pr71346633,2022-04-28T19:48:54.700Z,"5 km SSE of Maria Antonia, Puerto Rico",earthquake,0.86,0.59,0.120541961987528,3,reviewed,pr,pr
2022-04-28T19:23:46.940Z,38.8255005,-122.7648315,2.12,1.07,md,20,126,0.006355,0.03,nc,nc73725826,2022-04-28T21:06:14.922Z,"4km W of Cobb, CA",earthquake,0.29,0.5,0.16,5,automatic,nc,nc
2022-04-28T19:22:18.849Z,61.6286,-150.3742,44.8,1.2,ml,,,,0.61,ak,ak0225fguxx8,2022-04-28T20:59:33.612Z,"11 km NE of Susitna, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2022-04-28T19:14:47.496Z,62.9785,-150.7921,109.2,1.9,ml,,,,0.56,ak,ak0225fgtagg,2022-04-28T19:34:20.225Z,"53 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-28T19:07:12.790Z,37.0173333,-119.8113333,3.52,2.21,md,9,143,0.08599,0.06,nc,nc73725821,2022-04-28T21:22:11.027Z,"7km ENE of Bonadelle Ranchos-Madera Ranchos, CA",earthquake,0.72,2.22,0.185,27,reviewed,nc,nc
2022-04-28T19:06:59.240Z,44.9091667,-111.52,9.59,1.88,ml,33,54,0.101,0.21,mb,mb80544374,2022-04-29T14:12:50.000Z,"30 km WNW of Hebgen Lake Estates, Montana",earthquake,0.41,0.79,0.234,19,reviewed,mb,mb
