time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-21T19:46:30.431Z,62.0057,-150.7056,55.1,1.4,ml,,,,0.47,ak,ak02253w8oga,2022-04-21T19:48:42.521Z,"36 km E of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-04-21T19:40:47.221Z,-16.6908,-174.0561,117.76,4.7,mb,,128,3.53,0.72,us,us6000hfeq,2022-05-04T16:42:59.040Z,"86 km SSW of Hihifo, Tonga",earthquake,14,6.2,0.106,27,reviewed,us,us
2022-04-21T19:40:00.360Z,19.1733341217041,-155.456161499023,36.4599990844727,1.71,ml,26,128,,0.109999999,hv,hv72991747,2022-04-21T19:45:31.470Z,"4 km SE of Pāhala, Hawaii",earthquake,0.88,0.870000005,5.59,3,automatic,hv,hv
2022-04-21T19:36:17.960Z,38.8033333,-122.7710037,3.29,0.35,md,9,112,0.01247,0.1,nc,nc73721360,2022-04-21T20:18:15.476Z,"3km NNW of The Geysers, CA",earthquake,0.51,1.42,0.29,2,automatic,nc,nc
2022-04-21T19:35:37.580Z,19.228666305542,-155.414505004883,33.9000015258789,2.36,ml,38,134,,0.129999995,hv,hv72991742,2022-04-21T19:41:07.820Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.67,0.819999993,0.21,3,automatic,hv,hv
2022-04-21T19:32:27.880Z,32.8956667,-115.5121667,8.25,1.97,ml,26,78,0.04125,0.19,ci,ci40243328,2022-04-22T20:43:19.598Z,"8km NE of Imperial, CA",earthquake,0.31,0.59,0.171,12,reviewed,ci,ci
2022-04-21T19:30:32.840Z,36.0068333,-120.5675,4.07,1.93,md,46,80,0.02518,0.07,nc,nc73721355,2022-04-23T03:34:15.707Z,"17km NW of Parkfield, CA",earthquake,0.21,0.26,0.167,29,reviewed,nc,nc
2022-04-21T19:30:09.394Z,15.0186,-61.2228,148.14,4.6,mb,,60,0.185,0.72,us,us6000hfe3,2022-05-04T16:41:45.040Z,"20 km NW of Basse-Pointe, Martinique",earthquake,5.1,4.9,0.048,129,reviewed,us,us
2022-04-21T19:28:01.162Z,62.2941,-150.3414,18.5,1.1,ml,,,,0.65,ak,ak02253w4rg4,2022-04-21T19:29:53.156Z,"Central Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-21T19:27:27.252Z,-21.3898,-68.3085,118.3,4.6,mwr,,43,0.958,0.71,us,us6000hfe1,2022-05-04T16:40:06.040Z,"134 km NNE of Calama, Chile",earthquake,5.2,4.8,0.068,21,reviewed,us,us
2022-04-21T19:24:41.690Z,32.8995,-115.5105,5.37,1.59,ml,25,79,0.04229,0.22,ci,ci40243320,2022-04-22T20:35:00.149Z,"8km NE of Imperial, CA",earthquake,0.3,0.4,0.228,13,reviewed,ci,ci
2022-04-21T19:23:31.640Z,46.9485,-121.95916666666666,13.83,0.31,md,14,141,0.02437,0.09,uw,uw61833246,2022-04-21T20:28:01.980Z,"16 km SSE of Carbonado, Washington",earthquake,0.42,0.54,0.2592194108853685,14,reviewed,uw,uw
2022-04-21T19:22:46.360Z,38.7816658,-122.7356644,-0.91,1.09,md,13,79,0.001774,0.25,nc,nc73721350,2022-04-21T19:55:16.340Z,"2km ENE of The Geysers, CA",earthquake,0.53,2.12,0.11,6,automatic,nc,nc
2022-04-21T19:19:11.450Z,38.5088333,-112.8473333,-0.29,0.36,md,4,296,0.02397,0.23,uu,uu60493417,2022-04-21T21:06:03.940Z,"18 km NE of Milford, Utah",earthquake,4.25,1.4,,1,reviewed,uu,uu
2022-04-21T19:18:55.050Z,39.6055,-121.5656667,-0.16,1.81,md,11,166,0.06063,0.08,nc,nc73721345,2022-04-22T00:21:01.165Z,"10km N of Oroville, CA",quarry blast,0.81,31.61,0.394,9,reviewed,nc,nc
2022-04-21T19:18:35.930Z,32.8993333,-115.5108333,3.6,1.77,ml,19,84,0.04201,0.2,ci,ci37496309,2022-04-22T20:24:36.106Z,"8km NE of Imperial, CA",earthquake,0.31,0.27,0.243,7,reviewed,ci,ci
2022-04-21T19:18:17.270Z,32.8888333,-115.5141667,4.67,1.49,ml,20,105,0.04114,0.14,ci,ci40243296,2022-04-22T20:17:24.780Z,"7km NE of Imperial, CA",earthquake,0.22,0.47,0.13,10,reviewed,ci,ci
2022-04-21T19:17:44.060Z,36.005,-120.5726667,3.31,1.04,md,24,97,0.02957,0.09,nc,nc73721335,2022-04-22T01:06:39.468Z,"17km NW of Parkfield, CA",earthquake,0.25,0.44,0.232,8,reviewed,nc,nc
2022-04-21T19:11:40.799Z,31.66314966,-104.4497032,3.740722656,2.3,ml,14,65,0.04387822015,0.3,tx,tx2022hulj,2022-05-02T00:32:00.386Z,"57 km S of Whites City, New Mexico",earthquake,2.639897287,2.15800748,0.1,10,reviewed,tx,tx
2022-04-21T19:11:13.370Z,38.4996667,-112.872,1.04,-0.1,md,6,123,0.01147,0.03,uu,uu60493412,2022-04-21T21:19:25.700Z,"16 km NE of Milford, Utah",earthquake,0.6,1.11,0.649,2,reviewed,uu,uu
2022-04-21T19:09:21.200Z,19.2210006713867,-155.412826538086,32.2799987792969,1.99000001,md,33,145,,0.100000001,hv,hv72991722,2022-04-21T19:12:42.780Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.59,0.810000002,0.49000001,9,automatic,hv,hv
2022-04-21T19:05:33.223Z,72.2068,125.2167,10,4.1,mb,,67,1.276,0.54,us,us6000hfdv,2022-05-04T16:38:50.040Z,"138 km WNW of Tiksi, Russia",earthquake,8.2,1.9,0.127,17,reviewed,us,us
2022-04-21T19:04:33.920Z,38.4961667,-112.863,-0.32,-0.08,md,7,147,0.01911,0.14,uu,uu60493402,2022-04-21T21:19:50.160Z,"16 km NE of Milford, Utah",earthquake,0.61,0.41,0.368,2,reviewed,uu,uu
2022-04-21T19:01:25.640Z,46.0103333,-112.4575,-2,1.77,ml,16,80,0.067,0.11,mb,mb80543729,2022-04-21T20:23:18.670Z,"6 km E of Butte, Montana",quarry blast,0.51,31.61,0.212,9,reviewed,mb,mb
2022-04-21T18:58:50.260Z,32.8948333,-115.5135,9.45,3.62,mw,55,39,0.04027,0.3,ci,ci40243288,2022-05-04T16:39:49.375Z,"7km NE of Imperial, CA",earthquake,0.27,0.62,,5,reviewed,ci,ci
2022-04-21T18:56:31.820Z,33.2915,-116.7356667,12.94,0.58,ml,24,84,0.05865,0.14,ci,ci40243280,2022-04-22T19:31:02.301Z,"6km NNE of Lake Henshaw, CA",earthquake,0.26,0.68,0.049,6,reviewed,ci,ci
2022-04-21T18:56:17.740Z,38.7993333,-122.7275,1.52,1.43,md,39,94,0.01118,0.04,nc,nc73721325,2022-04-23T04:00:15.860Z,"3km S of Cobb, CA",earthquake,0.18,0.31,0.085,6,reviewed,nc,nc
2022-04-21T18:55:58.430Z,38.7988333,-122.7316667,1.17,1.98,md,69,41,0.0136,0.07,nc,nc73721320,2022-04-23T00:10:15.540Z,"3km SSW of Cobb, CA",earthquake,0.1,0.16,0.215,38,reviewed,nc,nc
2022-04-21T18:54:47.680Z,48.2975,-121.67933333333333,-0.95,1.17,md,7,123,0.1793,0.06,uw,uw61833236,2022-04-22T02:43:03.975Z,"3 km ENE of Swede Heaven, Washington",explosion,0.5,31.61,0.43901698681682166,5,reviewed,uw,uw
2022-04-21T18:53:20.810Z,38.7975,-122.7306667,1.76,2.16,md,76,41,0.01229,0.09,nc,nc73721315,2022-04-23T01:48:16.172Z,"3km SSW of Cobb, CA",earthquake,0.12,0.18,0.132,41,reviewed,nc,nc
2022-04-21T18:49:47.230Z,19.2115001678467,-155.399673461914,32.9799995422363,1.88,md,29,154,,0.119999997,hv,hv72991707,2022-04-21T18:52:52.180Z,"8 km E of Pāhala, Hawaii",earthquake,0.73,1.04999995,1.15999997,8,automatic,hv,hv
2022-04-21T18:38:47.210Z,-49.759,124.9263,10,4.5,mb,,102,18.15,0.96,us,us7000h6ig,2022-05-04T16:26:23.040Z,"western Indian-Antarctic Ridge",earthquake,13.7,1.8,0.18,9,reviewed,us,us
2022-04-21T18:29:25.260Z,60.471,-144.7031,20.2,1.4,ml,,,,0.65,ak,ak02253vjlcr,2022-04-21T18:47:34.343Z,"58 km E of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-21T18:17:56.938Z,58.5482,-154.4849,6.8,1.1,ml,,,,1.73,ak,ak02253vh38g,2022-04-22T00:34:51.310Z,"100 km S of Kokhanok, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-21T18:14:26.283Z,22.8859,144.0613,35.57,4.7,mb,,130,4.524,0.74,us,us6000hfdl,2022-05-04T16:24:29.040Z,"Volcano Islands, Japan region",earthquake,8.7,6.9,0.05,121,reviewed,us,us
2022-04-21T18:12:57.310Z,38.8326683,-122.8166656,1.47,1.18,md,14,54,0.01059,0.01,nc,nc73721310,2022-04-21T21:16:14.786Z,"8km NW of The Geysers, CA",earthquake,0.24,0.6,,1,automatic,nc,nc
2022-04-21T18:11:26.331Z,39.9791,-120.0325,11.7,0.8,ml,4,164.23,0.163,0.1446,nn,nn00837627,2022-04-21T21:19:00.041Z,"8 km SE of Doyle, California",earthquake,,5.5,0.52,4,reviewed,nn,nn
2022-04-21T18:09:33.932Z,59.8668,-153.3539,111.6,1.7,ml,,,,0.78,ak,ak02253vfbox,2022-04-21T18:14:11.537Z,"43 km ENE of Pedro Bay, Alaska",earthquake,,2.3,,,automatic,ak,ak
2022-04-21T18:07:24.390Z,19.2588333333333,-155.3835,4.76,2.39,ml,43,130,,0.15,hv,hv72991667,2022-04-21T20:45:31.320Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.28,0.71,0.133441114601465,11,reviewed,hv,hv
2022-04-21T18:06:48.280Z,38.8256683,-122.8026657,2.39,0.88,md,24,37,0.006216,0.03,nc,nc73721305,2022-04-21T18:34:15.838Z,"7km NW of The Geysers, CA",earthquake,0.23,0.49,0.02,4,automatic,nc,nc
2022-04-21T18:02:16.300Z,38.8203316,-122.7630005,1.92,0.21,md,7,119,0.01147,0.01,nc,nc73721300,2022-04-21T20:50:15.647Z,"4km W of Cobb, CA",earthquake,0.46,0.84,0.16,2,automatic,nc,nc
2022-04-21T18:01:25.850Z,34.764,-84.9421667,11.51,1.7,md,12,96,0.1545,0.05,se,se60149443,2022-04-28T14:22:23.912Z,"2 km ESE of Dalton, Georgia",earthquake,0.33,1.25,0.107,12,reviewed,se,se
2022-04-21T17:57:02.207Z,60.1443,-146.9788,0,2,ml,,,,0.73,ak,ak02253v443c,2022-04-21T18:14:10.797Z,"58 km E of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-21T17:49:56.710Z,38.8411674,-122.8231659,1.77,0.37,md,8,104,0.009961,0.01,nc,nc73721295,2022-04-21T18:14:15.719Z,"9km WNW of Cobb, CA",earthquake,0.49,1.03,,1,automatic,nc,nc
2022-04-21T17:40:00.530Z,38.8191667,-122.763,2.41,0.31,md,12,148,0.01251,0.01,nc,nc73721290,2022-04-23T05:09:18.211Z,"4km W of Cobb, CA",earthquake,0.52,0.38,0.26,2,reviewed,nc,nc
2022-04-21T17:35:24.700Z,38.7461667,-122.7113333,0.99,1.28,md,37,90,0.005435,0.09,nc,nc73721285,2022-04-22T21:59:28.689Z,"4km SSW of Anderson Springs, CA",earthquake,0.17,0.21,0.098,5,reviewed,nc,nc
2022-04-21T17:35:17.640Z,58.1813333333333,-155.423166666667,6.68,0.26,ml,6,298,,0.28,av,av91055608,2022-04-22T00:31:23.100Z,"89 km NW of Karluk, Alaska",earthquake,1.33,2.35,0.281041730717362,6,reviewed,av,av
2022-04-21T17:34:07.880Z,46.0812,152.879,10,4.7,mb,,100,7.037,0.71,us,us6000hfd3,2022-05-04T16:22:20.040Z,"Kuril Islands",earthquake,8.5,1.8,0.044,156,reviewed,us,us
2022-04-21T17:33:41.916Z,-6.0968,127.6161,399.2,4.3,mb,,42,4.107,0.57,us,us6000hfd2,2022-05-04T16:20:23.040Z,"272 km SSW of Ambon, Indonesia",earthquake,10.2,11.5,0.094,32,reviewed,us,us
2022-04-21T17:28:20.730Z,33.482,-116.4733333,13.94,0.78,ml,22,66,0.05735,0.11,ci,ci40243232,2022-04-21T20:50:16.313Z,"20km ESE of Anza, CA",earthquake,0.25,0.42,0.044,9,reviewed,ci,ci
2022-04-21T17:23:50.201Z,39.9793,-120.0299,8.9,1.1,ml,4,163.86,0.161,0.0792,nn,nn00837625,2022-04-21T20:35:46.130Z,"8 km SE of Doyle, California",earthquake,,8.9,0.35,3,reviewed,nn,nn
2022-04-21T17:01:10.735Z,60.4799,-147.6518,16.6,1.6,ml,,,,0.71,ak,ak02253us4n5,2022-04-21T17:04:14.035Z,"50 km NNE of Chenega, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-21T16:57:01.085Z,31.67406197,-104.3986662,7.596923828000001,2.3,ml,14,69,0.08721624872,0.2,tx,tx2022hugx,2022-04-22T06:04:38.304Z,"55 km S of Whites City, New Mexico",earthquake,1.404803358,1.424177337,0.1,10,reviewed,tx,tx
2022-04-21T16:56:53.540Z,19.1511669158936,-155.488159179688,34.6199989318848,1.85000002,md,37,143,,0.140000001,hv,hv72991642,2022-04-21T17:00:03.480Z,"5 km S of Pāhala, Hawaii",earthquake,0.71,0.959999979,1.65999997,6,automatic,hv,hv
2022-04-21T16:56:29.270Z,38.498,-112.8673333,0.09,0.17,md,6,135,0.01537,0.03,uu,uu60493277,2022-04-21T22:05:20.450Z,"16 km NE of Milford, Utah",earthquake,0.36,5.92,,1,reviewed,uu,uu
2022-04-21T16:55:08.180Z,38.8253333,-122.7966667,3.05,1.59,md,48,34,0.01065,0.05,nc,nc73721275,2022-04-23T01:17:27.988Z,"6km NNW of The Geysers, CA",earthquake,0.15,0.22,0.152,16,reviewed,nc,nc
2022-04-21T16:54:30.480Z,38.4953333,-112.8626667,-0.96,0.25,md,5,153,0.0196,0.05,uu,uu60493272,2022-04-21T21:59:39.250Z,"16 km NE of Milford, Utah",earthquake,0.34,1.42,,1,reviewed,uu,uu
2022-04-21T16:54:26.940Z,32.8955,-115.5115,4.84,1.74,ml,32,100,0.04183,0.19,ci,ci40243200,2022-04-22T19:23:01.178Z,"8km NE of Imperial, CA",earthquake,0.3,0.4,0.222,15,reviewed,ci,ci
2022-04-21T16:52:23.370Z,19.2119998931885,-155.418334960938,30.7399997711182,1.77999997,md,26,148,,0.129999995,hv,hv72991632,2022-04-21T16:55:55.460Z,"6 km E of Pāhala, Hawaii",earthquake,0.72,0.810000002,0.75999999,3,automatic,hv,hv
2022-04-21T16:50:46.950Z,19.5078333333333,-66.3566666666667,9.8,3.07,md,6,321,,0.21,pr,pr71345383,2022-04-22T03:01:41.898Z,"115 km N of Brenas, Puerto Rico",earthquake,9.55,13.44,0.0971398869267968,4,reviewed,pr,pr
2022-04-21T16:46:48.507Z,61.8876,-149.9825,53.1,1.3,ml,,,,0.9,ak,ak02253ugf3c,2022-04-21T19:16:39.254Z,"15 km N of Willow, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-04-21T16:42:37.326Z,31.65564571,-104.2905876,7.725463867,2.9,ml,21,58,0.02711199458,0.2,tx,tx2022hugk,2022-04-22T01:20:10.629Z,"58 km S of Whites City, New Mexico",earthquake,0.8180028824,0.7757938203,0.1,12,reviewed,tx,tx
2022-04-21T16:37:19.810Z,32.8965,-115.5131667,5.82,2.46,ml,46,44,0.0403,0.23,ci,ci40243192,2022-04-22T19:15:09.297Z,"8km NE of Imperial, CA",earthquake,0.23,0.41,0.202,24,reviewed,ci,ci
2022-04-21T16:34:22.980Z,32.9001667,-115.519,5.33,1.53,ml,15,77,0.03511,0.13,ci,ci40243184,2022-04-22T18:59:53.327Z,"8km NE of Imperial, CA",earthquake,0.26,0.28,0.205,9,reviewed,ci,ci
2022-04-21T16:24:42.070Z,32.8983333,-115.5145,4.52,1.68,ml,21,83,0.039,0.19,ci,ci40243168,2022-04-22T18:55:23.018Z,"8km NE of Imperial, CA",earthquake,0.36,0.5,0.116,11,reviewed,ci,ci
2022-04-21T16:17:33.509Z,34.39966667,-96.87416667,0,1.29,ml,23,77,0.248351265,0.32,ok,ok2022hufp,2022-04-22T15:49:07.704Z,"4 km W of Mill Creek, Oklahoma",quarry blast,,0.7,0.31,5,reviewed,ok,ok
2022-04-21T16:00:39.140Z,18.016,-66.8615,13.41,2.38,md,8,120,,0.14,pr,pr71345368,2022-04-21T16:20:48.160Z,"1 km ENE of Palomas, Puerto Rico",earthquake,0.86,0.74,0.139140499319343,5,reviewed,pr,pr
2022-04-21T15:59:51.290Z,32.8966667,-115.5138333,4.98,1.85,ml,33,71,0.03973,0.2,ci,ci40243144,2022-04-22T18:48:33.140Z,"8km NE of Imperial, CA",earthquake,0.26,0.4,0.181,14,reviewed,ci,ci
2022-04-21T15:59:23.480Z,44.3158333,-115.1883333,3.89,1.81,ml,10,83,0.828,0.23,mb,mb80543719,2022-04-21T20:32:44.820Z,"22 km WNW of Stanley, Idaho",earthquake,0.57,1.92,0.299,8,reviewed,mb,mb
2022-04-21T15:59:16.109Z,61.6023,-149.9673,33,2,ml,,,,0.6,ak,ak02253txpdk,2022-04-21T16:01:41.585Z,"8 km WSW of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-21T15:58:56.970Z,38.7903328,-122.7776642,3.6,0.74,md,20,81,0.008502,0.03,nc,nc73721270,2022-04-21T17:09:17.342Z,"2km NW of The Geysers, CA",earthquake,0.3,0.64,0.11,4,automatic,nc,nc
2022-04-21T15:41:42.470Z,38.8233333,-122.8055,2.69,1.19,md,40,35,0.003573,0.03,nc,nc73721265,2022-04-22T22:10:10.757Z,"7km NW of The Geysers, CA",earthquake,0.15,0.22,0.044,5,reviewed,nc,nc
2022-04-21T15:32:30.590Z,17.9896666666667,-66.9371666666667,7.45,2.09,md,4,155,,0.02,pr,pr71345358,2022-04-21T16:24:29.740Z,"2 km W of Fuig, Puerto Rico",earthquake,1.27,0.72,0.137675929779582,4,reviewed,pr,pr
2022-04-21T15:27:36.390Z,36.0978333,-89.4055,4.29,2.33,md,51,73,0.02437,0.25,nm,nm60391056,2022-04-21T16:33:18.640Z,"7 km NNW of Dyersburg, Tennessee",earthquake,0.35,0.52,0.089,34,reviewed,nm,nm
2022-04-21T15:27:04.470Z,38.831501,-122.81633,1.74,1.04,md,27,51,0.009455,0.03,nc,nc73721260,2022-04-21T16:17:28.081Z,"8km NW of The Geysers, CA",earthquake,0.18,0.36,0.16,5,automatic,nc,nc
2022-04-21T15:22:45.425Z,65.1034,-149.0478,2.9,1.8,ml,,,,1.11,ak,ak02253tpu5k,2022-04-21T15:33:36.564Z,"15 km ESE of Minto, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-04-21T15:22:15.540Z,38.498,-112.8713333,0.77,-0.33,md,9,71,0.00309,0.07,uu,uu60493212,2022-04-21T17:46:27.270Z,"16 km NE of Milford, Utah",earthquake,0.3,0.65,0.708,3,reviewed,uu,uu
2022-04-21T15:11:55.800Z,38.4995,-112.8811667,0.44,-0.33,md,7,122,0.004518,0.13,uu,uu60493207,2022-04-21T15:44:38.760Z,"16 km NE of Milford, Utah",earthquake,0.56,0.74,0.436,2,reviewed,uu,uu
2022-04-21T15:04:48.620Z,33.3233333,-116.8981667,19.24,0.75,ml,29,44,0.04238,0.16,ci,ci40243120,2022-04-21T22:54:45.666Z,"5km SW of Palomar Observatory, CA",earthquake,0.23,0.45,0.117,13,reviewed,ci,ci
2022-04-21T14:59:40.520Z,38.4971667,-112.882,0.61,-0.07,md,5,148,0.00537,0.11,uu,uu60493197,2022-04-21T17:22:19.270Z,"15 km NE of Milford, Utah",earthquake,0.79,0.95,,1,reviewed,uu,uu
2022-04-21T14:56:07.943Z,60.2277,-153.2317,136.6,1.5,ml,,,,0.41,ak,ak02253tblzu,2022-04-21T14:59:16.891Z,"60 km E of Port Alsworth, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-04-21T14:55:31.620Z,19.1666660308838,-155.483505249023,34.5299987792969,1.85000002,md,36,155,,0.129999995,hv,hv72991552,2022-04-21T14:58:53.180Z,"4 km S of Pāhala, Hawaii",earthquake,0.61,0.819999993,0.0199999996,5,automatic,hv,hv
2022-04-21T14:55:07.940Z,38.8371658,-122.810997,1.89,0.85,md,10,79,0.01377,0.01,nc,nc73721255,2022-04-21T15:50:15.912Z,"8km WNW of Cobb, CA",earthquake,0.38,0.79,,1,automatic,nc,nc
2022-04-21T14:48:29.850Z,37.6405,-118.9048333,2.34,0.63,md,11,68,0.007445,0.02,nc,nc73721250,2022-04-21T23:47:25.678Z,"6km E of Mammoth Lakes, CA",earthquake,0.32,0.49,0.145,8,reviewed,nc,nc
2022-04-21T14:43:51.209Z,65.1436,-148.9981,11,1.3,ml,,,,0.42,ak,ak02253t8x0a,2022-04-21T14:59:16.155Z,"16 km E of Minto, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-21T14:42:21.490Z,33.3705,-116.8638333,9.51,1.25,ml,51,37,0.01687,0.17,ci,ci40243104,2022-04-21T22:41:46.730Z,"2km N of Palomar Observatory, CA",earthquake,0.15,0.41,0.135,24,reviewed,ci,ci
2022-04-21T14:40:17.044Z,65.1549,-148.972,8.6,1.1,ml,,,,0.54,ak,ak02253t878u,2022-04-21T14:55:36.377Z,"17 km E of Minto, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-04-21T14:32:26.453Z,62.9642,-149.9284,76.3,1.3,ml,,,,0.67,ak,ak02253t6i8l,2022-04-21T14:35:26.455Z,"58 km N of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-21T14:31:24.800Z,33.5535,-118.3408333,8.7,2.13,ml,52,75,0.1634,0.24,ci,ci40243088,2022-04-21T21:43:20.690Z,"21km SSW of San Pedro, CA",earthquake,0.22,0.86,0.202,10,reviewed,ci,ci
2022-04-21T14:30:00.420Z,34.3413333,-116.8851667,-1.41,1.29,ml,32,53,0.04821,0.14,ci,ci40243080,2022-04-21T21:14:50.763Z,"10km NNW of Big Bear City, CA",quarry blast,0.26,31.61,0.165,12,reviewed,ci,ci
2022-04-21T14:25:19.690Z,38.824501,-122.8040009,2.35,0.84,md,12,80,0.004871,0.03,nc,nc73721245,2022-04-21T14:58:15.601Z,"7km NW of The Geysers, CA",earthquake,0.42,0.95,,1,automatic,nc,nc
2022-04-21T13:56:18.028Z,64.2576,-148.5627,10.2,1.5,ml,,,,1.02,ak,ak02253sq75v,2022-04-21T14:35:25.671Z,"30 km E of Clear, Alaska, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-21T13:37:59.090Z,19.2218341827393,-155.423004150391,33.0900001525879,1.92999995,md,37,133,,0.119999997,hv,hv72991507,2022-04-21T13:41:11.240Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.6,0.790000021,1.95000005,4,automatic,hv,hv
2022-04-21T13:37:25.360Z,44.8918333,-111.4943333,8.99,0.5,ml,11,135,0.076,0.21,mb,mb80543704,2022-04-21T14:39:26.220Z,"27 km WNW of Hebgen Lake Estates, Montana",earthquake,0.51,1.07,0.055,4,reviewed,mb,mb
2022-04-21T13:35:26.770Z,38.3815,-112.1666667,3.51,1.74,ml,22,100,0.1272,0.18,uu,uu60493162,2022-04-21T15:01:31.950Z,"9 km SE of Marysvale, Utah",earthquake,0.51,1.54,0.237,8,reviewed,uu,uu
2022-04-21T13:26:15.057Z,38.9304,-119.7393,8.1,0.5,ml,5,132.76,0.025,0.0699,nn,nn00837624,2022-04-21T20:29:33.408Z,"1 km SE of Gardnerville, Nevada",earthquake,,3.5,0,1,reviewed,nn,nn
2022-04-21T13:19:58.711Z,11.8213,-86.7743,58.85,4.5,mb,,146,0.609,0.86,us,us6000hf9h,2022-04-21T15:45:29.040Z,"28 km W of Masachapa, Nicaragua",earthquake,5.8,8.8,0.053,102,reviewed,us,us
2022-04-21T13:18:30.970Z,44.8231667,-111.4728333,14.13,0.26,ml,8,200,0.031,0.12,mb,mb80543714,2022-04-21T14:55:41.380Z,"23 km WNW of Hebgen Lake Estates, Montana",earthquake,0.98,0.86,0.255,4,reviewed,mb,mb
2022-04-21T13:17:32.050Z,-6.9588,129.7431,136.83,4.4,mb,,91,1.847,0.75,us,us6000hf9g,2022-04-21T15:39:03.040Z,"Banda Sea",earthquake,8,4.9,0.11,24,reviewed,us,us
2022-04-21T13:16:09.753Z,59.8077,-153.4325,141.2,2.1,ml,,,,0.78,ak,ak02253shlwf,2022-04-21T13:56:23.996Z,"37 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-04-21T12:58:32.420Z,33.6518333,-116.7076667,13.52,0.78,ml,24,83,0.05943,0.12,ci,ci40243064,2022-04-21T13:11:02.156Z,"10km S of Idyllwild, CA",earthquake,0.25,0.41,0.239,24,reviewed,ci,ci
2022-04-21T12:38:55.362Z,46.1114,152.8325,16.8,5,mww,,68,6.999,1.12,us,us6000hf98,2022-04-21T14:51:25.040Z,"Kuril Islands",earthquake,8.7,3.6,0.086,13,reviewed,us,us
2022-04-21T12:30:22.819Z,63.0976,-151.3556,0,0.9,ml,,,,1.16,ak,ak02253rz7bd,2022-04-21T12:47:39.484Z,"52 km SSE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-04-21T12:28:04.249Z,2.0128,97.8251,49.6,4.9,mb,,112,0.747,0.77,us,us6000hf95,2022-04-21T12:52:25.040Z,"30 km S of Singkil, Indonesia",earthquake,6.1,6.8,0.075,56,reviewed,us,us
2022-04-21T12:24:30.860Z,52.081,-174.3485,7.83,1.15,ml,6,333,,0.11,av,av91055568,2022-04-21T22:19:18.620Z,"16 km SW of Atka, Alaska",earthquake,0.9,2.34,0.418992211724281,7,reviewed,av,av
2022-04-21T12:20:13.790Z,34.8546667,-118.9631667,11.84,1.95,ml,34,42,0.07018,0.2,ci,ci40243040,2022-04-27T21:29:32.110Z,"4km NNW of Frazier Park, CA",earthquake,0.31,0.6,0.181,25,reviewed,ci,ci
2022-04-21T12:12:41.300Z,61.2854,-150.0915,33.4,1.4,ml,,,,0.75,ak,ak02253rvduq,2022-04-21T12:14:37.677Z,"10 km SW of Point MacKenzie, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-04-21T12:04:22.700Z,32.8828333,-115.5288333,4.73,1.19,ml,17,78,0.03263,0.18,ci,ci40243016,2022-04-21T21:28:21.555Z,"6km NE of Imperial, CA",earthquake,0.29,0.46,0.192,8,reviewed,ci,ci
2022-04-21T12:02:31.530Z,58.205,-154.285333333333,-1.72,0.32,ml,6,284,,0.07,av,av91055578,2022-04-21T22:27:00.680Z,"71 km N of Karluk, Alaska",earthquake,0.54,0.84,0.215467574576607,6,reviewed,av,av
2022-04-21T11:44:15.680Z,37.4056667,-119.2935,29.69,1.86,md,9,101,0.0954,0.28,nc,nc73721235,2022-04-22T01:33:17.304Z,"28km NE of North Fork, CA",earthquake,1.14,1.73,0.329,10,reviewed,nc,nc
2022-04-21T11:43:23.180Z,18.6778333333333,-66.022,42,2.77,md,12,243,,0.33,pr,pr71345348,2022-04-21T13:19:43.560Z,"25 km NNE of San Juan, Puerto Rico",earthquake,1.75,3.24,0.0603347980029505,5,reviewed,pr,pr
2022-04-21T11:42:43.848Z,61.5447,-148.0196,0,0.8,ml,,,,1.55,ak,ak02253rgdwh,2022-04-21T11:49:02.499Z,"35 km SSW of Glacier View, Alaska",earthquake,,0.5,,,automatic,ak,ak
